name,company,model,edition,year,owner,fuel,seller_type,transmission,km_driven,mileage_mpg,engine_cc,max_power_bhp,torque_nm,seats,selling_price
Mahindra Scorpio S2 7 Seater,Mahindra,Scorpio,S2 7 Seater,2017,First,Diesel,Individual,Manual,110000,36.2,2523.0,75.0,200.0,7.0,850000
Hyundai Santro Xing XG,Hyundai,Santro,Xing XG,2004,First,Petrol,Individual,Manual,158000,,,,,,70000
Chevrolet Spark 1.0 LS,Chevrolet,Spark,1.0 LS,2007,Third,Petrol,Individual,Manual,93000,42.3,995.0,62.0,90.3,5.0,90000
Chevrolet Tavera Neo 3 10 Seats BSIII,Chevrolet,Tavera,Neo 3 10 Seats BSIII,2014,First,Diesel,Individual,Manual,110000,31.9,2499.0,72.4,171.0,10.0,600000
Maruti Alto LX,Maruti,Alto,LX,2007,First,Petrol,Individual,Manual,57000,46.28,796.0,46.3,62.0,5.0,135000
Hyundai Accent GLE,Hyundai,Accent,GLE,2005,First,Petrol,Individual,Manual,120000,31.02,1495.0,94.0,122.583125,5.0,150000
Maruti Swift Dzire VXi,Maruti,Swift,Dzire VXi,2009,First,Petrol,Individual,Manual,120000,41.12,1298.0,85.8,114.0,5.0,240000
Hyundai Creta 1.4 E Plus,Hyundai,Creta,1.4 E Plus,2018,First,Diesel,Individual,Manual,60000,51.94,1396.0,88.7,219.7,5.0,946000
Tata Indigo eCS LX BSIV,Tata,Indigo,eCS LX BSIV,2011,First,Diesel,Individual,Manual,70000,54.12,1396.0,69.0,140.0,5.0,215000
Maruti Zen LX,Maruti,Zen,LX,1999,Fourth & Above,Petrol,Individual,Manual,60000,40.66,993.0,60.0,78.0,5.0,50000
Honda Amaze S i-Dtech,Honda,Amaze,S i-Dtech,2013,First,Diesel,Individual,Manual,100000,60.62,1498.0,98.6,200.0,5.0,310000
Hyundai i10 Magna,Hyundai,i10,Magna,2008,First,Petrol,Individual,Manual,35000,47.84,1197.0,78.9,111.7,5.0,220000
Maruti Swift Vdi BSIII,Maruti,Swift,Vdi BSIII,2008,Third,Diesel,Individual,Manual,90000,41.84,1248.0,75.0,190.0,5.0,195000
Hyundai i20 Active 1.2 S,Hyundai,i20,Active 1.2 S,2015,First,Petrol,Individual,Manual,50000,40.4,1197.0,81.86,114.73,5.0,650000
Hyundai i20 1.2 Magna,Hyundai,i20,1.2 Magna,2011,First,Petrol,Individual,Manual,98000,43.47,1197.0,80.0,111.79581,5.0,350000
Hyundai i20 Asta 1.2,Hyundai,i20,Asta 1.2,2013,First,Petrol,Individual,Manual,30000,43.47,1197.0,82.85,113.7,5.0,360000
Hyundai Elantra SX,Hyundai,Elantra,SX,2013,Second,Petrol,Individual,Manual,50000,38.3,1797.0,147.5,177.5,5.0,550000
Hyundai Grand i10 Sportz,Hyundai,Grand,i10 Sportz,2016,First,Petrol,Individual,Manual,26000,44.4,1197.0,82.0,114.0,5.0,490000
Maruti Alto LXi,Maruti,Alto,LXi,2011,Second,Petrol,Individual,Manual,46000,46.28,796.0,46.3,62.0,5.0,195000
Maruti Alto LX,Maruti,Alto,LX,2010,Fourth & Above,Petrol,Individual,Manual,80000,46.28,796.0,46.3,62.0,5.0,125000
Tata Tiago 1.2 Revotron XZ,Tata,Tiago,1.2 Revotron XZ,2019,First,Petrol,Individual,Manual,10000,56.03,1199.0,84.0,114.0,5.0,459999
Maruti Alto 800 LXI,Maruti,Alto,800 LXI,2015,First,Petrol,Individual,Manual,16700,53.44,796.0,47.3,69.0,5.0,275000
Maruti Swift Dzire VDI,Maruti,Swift,Dzire VDI,2018,First,Diesel,Individual,Manual,70000,66.75,1248.0,74.02,190.0,5.0,680000
Maruti Swift Dzire ZXI,Maruti,Swift,Dzire ZXI,2015,First,Petrol,Individual,Manual,7967,49.0,1197.0,83.14,115.0,5.0,600000
Maruti Swift ZXI Plus,Maruti,Swift,ZXI Plus,2018,First,Petrol,Individual,Manual,20000,51.7,1197.0,81.8,113.0,5.0,720000
Maruti Swift VDI BSIV,Maruti,Swift,VDI BSIV,2011,First,Diesel,Individual,Manual,50000,,,,,,295000
Renault KWID RXT Optional,Renault,KWID,RXT Optional,2016,First,Petrol,Individual,Manual,9656,59.16,799.0,53.3,72.0,5.0,356000
Hyundai i10 Era,Hyundai,i10,Era,2011,First,Petrol,Individual,Manual,50000,46.56,1086.0,68.05,99.04,5.0,225000
Ford Freestyle Titanium Diesel BSIV,Ford,Freestyle,Titanium Diesel BSIV,2019,First,Diesel,Individual,Manual,17000,57.34,1498.0,98.63,215.0,5.0,725000
Chevrolet Spark 1.0 LT,Chevrolet,Spark,1.0 LT,2010,First,Petrol,Individual,Manual,50000,42.3,995.0,62.0,90.3,5.0,130000
Renault KWID RXT,Renault,KWID,RXT,2015,First,Petrol,Individual,Manual,10000,59.16,799.0,53.3,72.0,5.0,300000
Hyundai i20 Sportz 1.2,Hyundai,i20,Sportz 1.2,2013,Second,Petrol,Individual,Manual,43000,43.47,1197.0,82.85,113.7,5.0,400000
Hyundai Verna 1.4 CX,Hyundai,Verna,1.4 CX,2013,First,Diesel,Individual,Manual,50000,55.22,1396.0,88.7,219.9,5.0,550000
Maruti Wagon R PRIMEA,Maruti,Wagon,R PRIMEA,2006,Second,Petrol,Individual,Manual,90000,44.4,998.0,67.0,90.0,5.0,120000
Mahindra Xylo D4 BSIV,Mahindra,Xylo,D4 BSIV,2012,Second,Diesel,Individual,Manual,100000,32.9,2498.0,112.0,260.0,8.0,409999
Hyundai Santro Xing (Non-AC),Hyundai,Santro,Xing (Non-AC),2010,Second,Petrol,Individual,Manual,80000,0.0,1086.0,62.1,96.1,5.0,110000
Mahindra Bolero 2011-2019 SLX,Mahindra,Bolero,2011-2019 SLX,2012,First,Diesel,Individual,Manual,120000,37.5,2523.0,62.1,195.0,7.0,450000
Maruti Swift VXI,Maruti,Swift,VXI,2019,First,Petrol,Individual,Manual,5000,49.84,1197.0,81.8,113.0,5.0,610000
Ford Ecosport 1.5 DV5 MT Trend,Ford,Ecosport,1.5 DV5 MT Trend,2016,First,Diesel,Dealer,Manual,68609,53.34,1498.0,89.84,204.0,5.0,515000
Ford EcoSport 1.5 TDCi Titanium BE BSIV,Ford,EcoSport,1.5 TDCi Titanium BE BSIV,2018,First,Diesel,Dealer,Manual,33360,53.5,1498.0,98.59,205.0,5.0,925000
Nissan Kicks XL BSIV,Nissan,Kicks,XL BSIV,2019,First,Petrol,Dealer,Manual,14317,33.44,1498.0,104.55,142.0,5.0,860000
Ford Figo Diesel Titanium,Ford,Figo,Diesel Titanium,2012,Second,Diesel,Dealer,Manual,87237,47.0,1399.0,68.05,160.0,5.0,225000
Ford Figo 1.5D Trend MT,Ford,Figo,1.5D Trend MT,2017,First,Diesel,Dealer,Manual,62960,60.7,1498.0,99.0,215.0,5.0,500000
Maruti Swift Dzire AMT VXI,Maruti,Swift,Dzire AMT VXI,2017,First,Petrol,Dealer,Automatic,26634,49.84,1197.0,81.8,113.0,5.0,600000
Ford Figo Diesel EXI Option,Ford,Figo,Diesel EXI Option,2012,First,Diesel,Dealer,Manual,163720,43.47,1399.0,68.0,160.0,5.0,195000
Maruti Wagon R LXI BS IV,Maruti,Wagon,R LXI BS IV,2012,First,Petrol,Dealer,Manual,67998,44.4,998.0,67.1,90.0,5.0,265000
Ford Freestyle Trend Diesel,Ford,Freestyle,Trend Diesel,2018,First,Diesel,Dealer,Manual,20706,55.94,1499.0,98.63,215.0,5.0,650000
Ford Figo Aspire 1.5 TDCi Trend,Ford,Figo,Aspire 1.5 TDCi Trend,2015,First,Diesel,Dealer,Manual,100581,60.7,1498.0,99.0,215.0,5.0,415000
Renault Duster 85PS Diesel RxE Adventure,Renault,Duster,85PS Diesel RxE Adventure,2015,First,Diesel,Dealer,Manual,67303,48.06,1461.0,83.8,200.0,5.0,600000
Maruti Ritz VXi,Maruti,Ritz,VXi,2013,First,Petrol,Dealer,Manual,79139,43.47,1197.0,85.8,114.0,5.0,340000
Hyundai Grand i10 CRDi Sportz,Hyundai,Grand,i10 CRDi Sportz,2014,First,Diesel,Dealer,Manual,84784,56.4,1120.0,70.0,160.0,5.0,350000
Maruti Ritz LDi,Maruti,Ritz,LDi,2012,Second,Diesel,Dealer,Manual,130376,54.53,1248.0,73.94,190.0,5.0,265000
Tata Safari DICOR 2.2 EX 4x2,Tata,Safari,DICOR 2.2 EX 4x2,2017,First,Diesel,Individual,Manual,72000,32.75,2179.0,138.03,320.0,7.0,625000
Hyundai Verna CRDi SX,Hyundai,Verna,CRDi SX,2008,Second,Diesel,Individual,Manual,127000,39.47,1493.0,110.0,235.3596,5.0,245000
Maruti Swift VDI BSIV,Maruti,Swift,VDI BSIV,2014,First,Diesel,Individual,Manual,120000,59.22,1248.0,74.0,190.0,5.0,395000
Fiat Punto 1.3 Emotion,Fiat,Punto,1.3 Emotion,2010,Second,Diesel,Individual,Manual,120000,,,,,,190000
Hyundai Xcent 1.1 CRDi S,Hyundai,Xcent,1.1 CRDi S,2014,First,Diesel,Individual,Manual,100000,57.34,1120.0,71.0,180.4,5.0,490000
Toyota Etios GD,Toyota,Etios,GD,2012,Second,Diesel,Individual,Manual,148000,,,,,,450000
Maruti Ertiga SHVS VDI,Maruti,Ertiga,SHVS VDI,2018,First,Diesel,Individual,Manual,40000,57.62,1248.0,88.5,200.0,7.0,955000
Maruti Swift Dzire VDI,Maruti,Swift,Dzire VDI,2013,First,Diesel,Individual,Manual,110000,55.0,1248.0,74.0,190.0,5.0,525000
Tata Tigor 1.2 Revotron XZ Option,Tata,Tigor,1.2 Revotron XZ Option,2017,First,Petrol,Individual,Manual,30000,47.72,1199.0,84.0,114.0,5.0,550000
Tata Indica Vista TDI LX,Tata,Indica,Vista TDI LX,2014,Second,Diesel,Individual,Manual,120000,44.88,1405.0,70.0,135.4,5.0,200000
Ford Figo Aspire 1.2 Ti-VCT Trend,Ford,Figo,Aspire 1.2 Ti-VCT Trend,2017,First,Petrol,Individual,Manual,15000,42.7,1196.0,86.8,112.0,5.0,500000
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,Maruti,SX4,S Cross 2015-2017 DDiS 200 Zeta,2016,First,Diesel,Individual,Manual,33500,55.56,1248.0,88.5,200.0,5.0,825000
Mahindra Quanto C6,Mahindra,Quanto,C6,2012,First,Diesel,Individual,Manual,70000,40.44,1493.0,100.0,240.0,7.0,250000
Toyota Etios Cross 1.2L G,Toyota,Etios,Cross 1.2L G,2015,First,Petrol,Individual,Manual,10000,42.7,1197.0,78.8,104.0,5.0,600000
Mahindra Scorpio S7 120,Mahindra,Scorpio,S7 120,2018,First,Diesel,Individual,Manual,22053,38.44,2179.0,120.0,280.0,7.0,1325000
Mahindra TUV 300 T8,Mahindra,TUV,300 T8,2016,First,Diesel,Individual,Manual,50000,43.44,1493.0,100.0,240.0,7.0,770000
Chevrolet Optra Magnum 2.0 LS,Chevrolet,Optra,Magnum 2.0 LS,2011,First,Diesel,Individual,Manual,78432,38.8,1991.0,123.7,305.0,5.0,415000
Hyundai Santa Fe 4X4,Hyundai,Santa,Fe 4X4,2011,Second,Diesel,Individual,Manual,125000,34.44,2199.0,194.3,420.7,7.0,825000
Ford Aspire Trend Diesel BSIV,Ford,Aspire,Trend Diesel BSIV,2018,First,Diesel,Individual,Manual,80000,61.34,1498.0,99.23,215.0,5.0,530000
Toyota Innova 2.5 V Diesel 8-seater,Toyota,Innova,2.5 V Diesel 8-seater,2006,Third,Diesel,Individual,Manual,270000,30.08,2494.0,102.0,200.05565999999996,8.0,425000
Honda Brio V MT,Honda,Brio,V MT,2012,Second,Petrol,Individual,Manual,50000,45.6,1198.0,86.8,109.0,5.0,310000
Tata Tiago 1.2 Revotron XZ,Tata,Tiago,1.2 Revotron XZ,2017,First,Petrol,Individual,Manual,20000,56.03,1199.0,84.0,114.0,5.0,390000
Hyundai Creta 1.6 VTVT E Plus,Hyundai,Creta,1.6 VTVT E Plus,2016,First,Petrol,Individual,Manual,30000,35.94,1591.0,121.3,151.0,5.0,700000
Hyundai i10 Sportz 1.1L,Hyundai,i10,Sportz 1.1L,2010,Second,Petrol,Individual,Manual,70000,46.56,1086.0,68.05,99.04,5.0,200000
Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,Innova,2.5 G (Diesel) 8 Seater,2013,First,Diesel,Individual,Manual,7200,30.53,2494.0,100.6,200.0,8.0,1050000
Honda City i DTEC SV,Honda,City,i DTEC SV,2014,First,Diesel,Individual,Manual,97000,61.1,1498.0,98.6,200.0,5.0,580000
Hyundai EON Era Plus,Hyundai,EON,Era Plus,2014,Second,Petrol,Individual,Manual,60000,49.6,814.0,55.2,74.5,5.0,200000
Chevrolet Sail Hatchback Petrol LS ABS,Chevrolet,Sail,Hatchback Petrol LS ABS,2013,First,Petrol,Individual,Manual,25000,42.78,1199.0,84.8,113.0,5.0,245000
Hyundai i10 Sportz,Hyundai,i10,Sportz,2010,Second,Petrol,Individual,Manual,94000,47.84,1197.0,78.9,111.8,5.0,210000
Maruti Baleno LXI,Maruti,Baleno,LXI,2005,Second,Petrol,Individual,Manual,90000,36.2,1590.0,94.0,130.0,5.0,50000
Chevrolet Captiva 2.2 LTZ AWD,Chevrolet,Captiva,2.2 LTZ AWD,2012,Second,Diesel,Individual,Automatic,50000,28.48,2231.0,184.0,424.0,7.0,700000
Tata Bolt Quadrajet XE,Tata,Bolt,Quadrajet XE,2019,First,Diesel,Individual,Manual,35000,53.94,1248.0,74.0,190.0,5.0,660000
Honda City i VTEC V,Honda,City,i VTEC V,2015,Second,Petrol,Individual,Manual,117500,40.88,1497.0,117.3,145.0,5.0,630000
Mahindra XUV500 W8 2WD,Mahindra,XUV500,W8 2WD,2012,First,Diesel,Individual,Manual,78500,35.5,2179.0,140.0,330.0,7.0,950000
Hyundai i20 1.2 Asta Dual Tone,Hyundai,i20,1.2 Asta Dual Tone,2018,First,Petrol,Individual,Manual,8000,43.72,1197.0,81.83,114.7,5.0,740000
Ford Figo Aspire 1.2 Ti-VCT Sports Edition,Ford,Figo,Aspire 1.2 Ti-VCT Sports Edition,2017,First,Petrol,Individual,Manual,25000,42.6,1196.0,86.8,112.0,5.0,570000
Hyundai Verna 1.6 SX,Hyundai,Verna,1.6 SX,2012,Third,Diesel,Individual,Manual,60000,52.44,1582.0,126.32,259.8,5.0,450000
Datsun RediGO 1.0 T Option,Datsun,RediGO,1.0 T Option,2019,First,Petrol,Individual,Manual,10000,52.88,999.0,67.0,91.0,5.0,390000
Ford Ikon 1.6 Nxt,Ford,Ikon,1.6 Nxt,2009,Second,Petrol,Individual,Manual,70000,33.38,1597.0,92.0,1274.8645,5.0,180000
Tata Nano LX,Tata,Nano,LX,2015,First,Petrol,Individual,Manual,60000,59.7,624.0,37.48,51.0,4.0,130000
Honda City 2017-2020 GXi,Honda,City,2017-2020 GXi,2006,Second,Petrol,Individual,Manual,70000,41.6,1497.0,78.0,124.54445499999999,5.0,270000
Maruti 800 DX,Maruti,800,DX,1997,Third,Petrol,Individual,Manual,25000,37.84,796.0,37.0,59.0,4.0,60000
Hyundai Verna 1.6 Xi ABS,Hyundai,Verna,1.6 Xi ABS,2006,Third,Petrol,Individual,Manual,90000,32.66,1599.0,103.2,146.11908499999998,5.0,170000
Hyundai Creta 1.6 CRDi SX,Hyundai,Creta,1.6 CRDi SX,2015,First,Diesel,Individual,Manual,90000,46.22,1582.0,126.2,259.9,5.0,978999
Tata Tiago 1.2 Revotron XM,Tata,Tiago,1.2 Revotron XM,2018,First,Petrol,Individual,Manual,25000,56.03,1199.0,84.0,114.0,5.0,490000
Ford Fiesta Diesel Style,Ford,Fiesta,Diesel Style,2012,Second,Diesel,Individual,Manual,60000,55.22,1498.0,88.7,204.0,5.0,280000
Tata Tiago 1.2 Revotron XM,Tata,Tiago,1.2 Revotron XM,2018,First,Petrol,Individual,Manual,25000,56.03,1199.0,84.0,114.0,5.0,390000
Maruti Alto 800 VXI,Maruti,Alto,800 VXI,2013,Fourth & Above,Petrol,Individual,Manual,60000,53.44,796.0,47.3,69.0,5.0,170000
Chevrolet Spark 1.0,Chevrolet,Spark,1.0,2008,First,Petrol,Individual,Manual,70000,42.3,995.0,62.0,90.3,5.0,45000
Maruti Ertiga SHVS VDI,Maruti,Ertiga,SHVS VDI,2016,Second,Diesel,Individual,Manual,80000,57.62,1248.0,88.5,200.0,7.0,640000
Mahindra Scorpio S2 9 Seater,Mahindra,Scorpio,S2 9 Seater,2015,Second,Diesel,Individual,Manual,110000,36.2,2523.0,75.0,200.0,9.0,650000
Mahindra Scorpio LX,Mahindra,Scorpio,LX,2013,First,Diesel,Individual,Manual,115717,28.31,2179.0,120.0,290.0,9.0,500000
Ford Fusion Plus 1.4 TDCi Diesel,Ford,Fusion,Plus 1.4 TDCi Diesel,2008,Second,Diesel,Individual,Manual,110000,41.6,1399.0,68.0,156.9064,5.0,90000
Tata Aria Pure LX 4x2,Tata,Aria,Pure LX 4x2,2014,Second,Diesel,Individual,Manual,70000,35.38,2179.0,147.9,320.0,7.0,480000
Maruti Swift VXI,Maruti,Swift,VXI,2019,First,Petrol,Individual,Manual,4000,49.84,1197.0,81.8,113.0,5.0,630000
Hyundai i10 Sportz,Hyundai,i10,Sportz,2011,First,Petrol,Individual,Manual,50000,47.84,1197.0,78.9,111.8,5.0,250000
Hyundai Grand i10 Sportz,Hyundai,Grand,i10 Sportz,2016,Fourth & Above,Petrol,Individual,Manual,70000,44.4,1197.0,82.0,114.0,5.0,330000
Hyundai i10 Magna,Hyundai,i10,Magna,2009,Second,Petrol,Individual,Manual,70000,47.84,1197.0,78.9,111.7,5.0,180000
Hyundai i20 Magna,Hyundai,i20,Magna,2010,Second,Petrol,Individual,Manual,50000,43.47,1197.0,80.0,111.79581,5.0,210000
Maruti Swift Dzire ZDI,Maruti,Swift,Dzire ZDI,2016,First,Diesel,Individual,Manual,55000,62.5,1248.0,74.0,190.0,5.0,550000
Tata Nexon 1.2 Revotron XZA Plus,Tata,Nexon,1.2 Revotron XZA Plus,2020,First,Petrol,Individual,Automatic,5000,39.94,1198.0,108.5,170.0,5.0,950000
Mahindra Bolero 2011-2019 ZLX,Mahindra,Bolero,2011-2019 ZLX,2013,Second,Diesel,Individual,Manual,100000,37.5,2523.0,62.1,195.0,7.0,430000
Hyundai i10 Sportz,Hyundai,i10,Sportz,2014,Second,Petrol,Individual,Manual,23000,47.84,1197.0,78.9,111.8,5.0,348000
Maruti Alto 800 LX,Maruti,Alto,800 LX,2014,Second,Petrol,Individual,Manual,60000,53.44,796.0,47.3,69.0,5.0,196000
Maruti Wagon R LXI Minor,Maruti,Wagon,R LXI Minor,2010,Second,Petrol,Individual,Manual,70000,44.4,1061.0,67.0,84.0,5.0,150000
Hyundai Santro Xing XS eRLX Euro III,Hyundai,Santro,Xing XS eRLX Euro III,2005,Fourth & Above,Petrol,Individual,Manual,82000,,,,,,90000
Maruti Wagon R LXI Minor,Maruti,Wagon,R LXI Minor,2009,Second,Petrol,Individual,Manual,60000,44.4,1061.0,67.0,84.0,5.0,150000
Tata Safari Storme VX Varicor 400,Tata,Safari,Storme VX Varicor 400,2019,First,Diesel,Individual,Manual,100000,33.12,2179.0,153.86,400.0,7.0,1250000
Maruti Ertiga VDI,Maruti,Ertiga,VDI,2015,Third,Diesel,Individual,Manual,90000,48.8,1248.0,88.76,200.0,7.0,600000
Tata Nano Lx BSIV,Tata,Nano,Lx BSIV,2010,First,Petrol,Dealer,Manual,26432,59.7,624.0,37.48,51.0,4.0,65000
Maruti Omni E 8 Str STD,Maruti,Omni,E 8 Str STD,2016,First,Petrol,Dealer,Manual,46702,39.47,796.0,34.2,59.0,8.0,220000
Maruti Omni E 8 Str STD,Maruti,Omni,E 8 Str STD,2016,First,Petrol,Dealer,Manual,46706,39.47,796.0,34.2,59.0,8.0,220000
Tata Indica V2 eXeta GLS,Tata,Indica,V2 eXeta GLS,2006,First,Petrol,Dealer,Manual,53523,39.56,1193.0,64.4,99.8,5.0,110000
Chevrolet Beat Diesel LT,Chevrolet,Beat,Diesel LT,2012,First,Diesel,Dealer,Manual,56365,59.78,936.0,56.3,142.5,5.0,175000
Chevrolet Spark 1.0 LT,Chevrolet,Spark,1.0 LT,2011,First,Petrol,Dealer,Manual,49563,38.06,995.0,62.1,90.3,5.0,160000
Maruti 800 Std BSIII,Maruti,800,Std BSIII,2004,First,Petrol,Dealer,Manual,56432,37.84,796.0,37.0,59.0,4.0,65000
Maruti 800 AC,Maruti,800,AC,2002,Second,Petrol,Dealer,Manual,52365,37.84,796.0,37.0,59.0,4.0,60000
Maruti Alto LXi BSIII,Maruti,Alto,LXi BSIII,2007,Second,Petrol,Dealer,Manual,53512,46.28,796.0,46.3,62.0,5.0,120000
Hyundai Santro Xing XG,Hyundai,Santro,Xing XG,2005,Second,Petrol,Dealer,Manual,53563,,,,,,110000
Mahindra Ssangyong Rexton RX7,Mahindra,Ssangyong,Rexton RX7,2013,First,Diesel,Individual,Automatic,40000,26.27,2696.0,184.0,402.0,7.0,1000000
Maruti Wagon R LXI BS IV,Maruti,Wagon,R LXI BS IV,2010,First,Petrol,Dealer,Manual,46533,44.4,998.0,67.1,90.0,5.0,220000
Maruti Omni E 8 Str STD,Maruti,Omni,E 8 Str STD,2005,Second,Petrol,Dealer,Manual,59635,,,,,,105000
Maruti Omni 8 Seater BSIV,Maruti,Omni,8 Seater BSIV,2008,Second,Petrol,Dealer,Manual,58632,32.9,796.0,35.0,59.820564999999995,5.0,114999
Maruti Omni LPG STD BSIV,Maruti,Omni,LPG STD BSIV,2008,Second,LPG,Dealer,Manual,58632,,,,,,110000
Mahindra XUV500 AT W6 2WD,Mahindra,XUV500,AT W6 2WD,2016,Second,Diesel,Individual,Automatic,80000,37.6,2179.0,140.0,330.0,7.0,850000
Maruti Ertiga SHVS VDI,Maruti,Ertiga,SHVS VDI,2016,First,Diesel,Individual,Manual,70000,57.62,1248.0,88.5,200.0,7.0,750000
Renault KWID 1.0 RXT Optional,Renault,KWID,1.0 RXT Optional,2017,First,Petrol,Individual,Manual,90000,54.06,999.0,67.0,91.0,5.0,265000
Ford Classic 1.6 Duratec Titanium,Ford,Classic,1.6 Duratec Titanium,2014,Second,Petrol,Individual,Manual,110000,33.12,1596.0,99.6,146.0,5.0,450000
Mahindra Quanto C6,Mahindra,Quanto,C6,2013,First,Diesel,Individual,Manual,90000,40.44,1493.0,100.0,240.0,7.0,225000
Mahindra Scorpio S10 7 Seater,Mahindra,Scorpio,S10 7 Seater,2015,First,Diesel,Individual,Manual,70000,36.2,2179.0,120.0,280.0,7.0,1125000
Maruti Swift VXI with ABS,Maruti,Swift,VXI with ABS,2009,First,Petrol,Individual,Manual,80000,39.0,1197.0,85.0,113.0,5.0,270000
Maruti Alto LX,Maruti,Alto,LX,2007,First,Petrol,Individual,Manual,78000,46.28,796.0,46.3,62.0,5.0,130000
Mahindra Bolero Power Plus SLE,Mahindra,Bolero,Power Plus SLE,2017,First,Diesel,Individual,Manual,45000,38.78,1493.0,70.0,195.0,7.0,660000
Maruti Alto K10 VXI,Maruti,Alto,K10 VXI,2015,Second,Petrol,Individual,Manual,50000,56.28,998.0,67.05,90.0,5.0,240000
Maruti Alto 800 LXI,Maruti,Alto,800 LXI,2017,First,Petrol,Individual,Manual,58000,58.03,796.0,47.3,69.0,5.0,275000
Toyota Innova 2.5 VX 8 STR BSIV,Toyota,Innova,2.5 VX 8 STR BSIV,2012,First,Diesel,Individual,Manual,120000,30.08,2494.0,102.0,200.05565999999996,8.0,750000
Chevrolet Aveo U-VA 1.2,Chevrolet,Aveo,U-VA 1.2,2007,Second,Petrol,Individual,Manual,30000,34.53,1150.0,76.0,109.83447999999999,5.0,65000
Tata Safari Storme EX,Tata,Safari,Storme EX,2017,First,Diesel,Individual,Manual,162000,33.12,2179.0,147.94,320.0,7.0,850000
Maruti Wagon R LXI CNG,Maruti,Wagon,R LXI CNG,2016,Second,CNG,Individual,Manual,50000,0.04257,998.0,58.16,77.0,5.0,300000
Hyundai i20 1.2 Magna Executive,Hyundai,i20,1.2 Magna Executive,2018,Second,Petrol,Individual,Manual,25000,43.72,1197.0,81.83,114.7,5.0,555000
Mahindra Scorpio 1.99 S6 Plus,Mahindra,Scorpio,1.99 S6 Plus,2015,First,Diesel,Individual,Manual,60000,36.2,1997.0,120.0,280.0,7.0,825000
Hyundai Santro Xing GLS LPG,Hyundai,Santro,Xing GLS LPG,2010,Third,LPG,Individual,Manual,70000,0.02151,1086.0,62.1,96.1,5.0,150000
Maruti Swift Dzire VDi,Maruti,Swift,Dzire VDi,2009,Second,Diesel,Individual,Manual,138000,45.34,1248.0,73.9,190.0,5.0,185000
Hyundai i10 Magna,Hyundai,i10,Magna,2010,Second,Petrol,Individual,Manual,70000,47.84,1197.0,78.9,111.7,5.0,180000
Maruti Alto LXi,Maruti,Alto,LXi,2010,Second,Petrol,Individual,Manual,48000,46.28,796.0,46.3,62.0,5.0,160000
Ford Endeavour 3.0L 4X2 AT,Ford,Endeavour,3.0L 4X2 AT,2012,First,Diesel,Individual,Automatic,110000,26.8,2953.0,153.86,380.0,7.0,500000
Maruti Swift VDI BSIV,Maruti,Swift,VDI BSIV,2014,Second,Diesel,Individual,Manual,88000,59.22,1248.0,74.0,190.0,5.0,375000
Toyota Innova 2.5 GX (Diesel) 7 Seater,Toyota,Innova,2.5 GX (Diesel) 7 Seater,2015,First,Diesel,Individual,Manual,68000,30.53,2494.0,100.6,200.0,7.0,900000
Hyundai Grand i10 Sportz,Hyundai,Grand,i10 Sportz,2017,First,Petrol,Individual,Manual,70000,44.4,1197.0,82.0,114.0,5.0,459999
Renault Duster 85PS Diesel RxL,Renault,Duster,85PS Diesel RxL,2014,First,Diesel,Individual,Manual,80000,48.06,1461.0,83.8,200.0,5.0,480000
Maruti Swift VDI,Maruti,Swift,VDI,2013,Third,Diesel,Individual,Manual,100000,53.8,1248.0,74.0,190.0,5.0,320000
Maruti Swift VDI,Maruti,Swift,VDI,2013,Second,Diesel,Individual,Manual,96000,53.8,1248.0,74.0,190.0,5.0,370000
Hyundai Santro Xing Base,Hyundai,Santro,Xing Base,2005,Third,Petrol,Individual,Manual,123219,,,,,,80000
Maruti Zen LX,Maruti,Zen,LX,2002,Third,Petrol,Individual,Manual,30000,40.66,993.0,60.0,78.0,5.0,75000
Maruti Ritz LDi,Maruti,Ritz,LDi,2016,Third,Diesel,Individual,Manual,60000,54.53,1248.0,73.94,190.0,5.0,400000
Honda City 1.5 GXI CVT,Honda,City,1.5 GXI CVT,2005,Second,Petrol,Individual,Automatic,90000,,,,,,250000
Maruti Swift VDI BSIV,Maruti,Swift,VDI BSIV,2014,First,Diesel,Individual,Manual,65000,59.22,1248.0,74.0,190.0,5.0,425000
Maruti Celerio ZXI,Maruti,Celerio,ZXI,2014,First,Petrol,Individual,Manual,48000,54.28,998.0,67.04,90.0,5.0,325000
Hyundai Grand i10 Magna,Hyundai,Grand,i10 Magna,2016,Second,Petrol,Individual,Manual,65300,44.4,1197.0,82.0,114.0,5.0,350000
Hyundai i20 1.2 Asta Dual Tone,Hyundai,i20,1.2 Asta Dual Tone,2018,First,Petrol,Individual,Manual,40000,43.72,1197.0,81.83,114.7,5.0,600000
Chevrolet Beat Diesel,Chevrolet,Beat,Diesel,2012,Second,Diesel,Individual,Manual,60000,59.78,936.0,57.6,150.0,5.0,120000
Maruti Alto K10 2010-2014 VXI,Maruti,Alto,K10 2010-2014 VXI,2012,Second,Petrol,Individual,Manual,70000,49.16,998.0,67.1,90.0,5.0,200000
Maruti Alto LXi BSIII,Maruti,Alto,LXi BSIII,2008,Third,Petrol,Individual,Manual,70000,46.28,796.0,46.3,62.0,5.0,100000
